gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn,Young,RevenuePerUser,TotalRevenue,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,ChurnProbabilities
1,1,0,0,2,1,0,0,1,0,1,1,1,0,0,76.5,153.0,1,0,0,0,1,0,0,1,0,0,0.8874656301556508
0,0,0,0,13,1,1,0,0,0,1,1,1,0,0,76.5,994.5,1,0,0,0,0,1,0,0,1,0,0.6729730191520011
0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,23.2,928.0,0,0,1,0,0,0,1,0,0,1,0.015411019393825307
0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,23.2,394.4,0,1,0,0,0,0,1,0,0,1,0.14762822137773873
0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,20.0,200.0,1,0,0,0,0,0,1,0,0,1,0.38113327290371957
1,0,1,1,61,1,0,0,1,0,1,1,1,0,0,76.5,4666.5,0,1,0,0,0,1,0,1,0,0,0.4648290447154393
1,0,0,0,27,1,0,0,1,1,0,0,0,0,0,66.7,1800.9,1,0,0,0,0,1,0,0,1,0,0.36454408268319166
0,0,1,0,60,0,1,1,0,1,0,0,0,0,0,57.2,3432.0,0,0,1,1,0,0,0,0,1,0,0.021563727956543103
1,0,1,0,64,1,1,0,0,0,1,0,1,0,0,66.5,4256.0,0,1,0,0,1,0,0,0,1,0,0.09538460394975855
0,0,0,0,28,1,0,0,1,0,1,0,1,0,0,66.5,1862.0,1,0,0,1,0,0,0,0,1,0,0.5108585156975208
0,0,1,1,11,1,0,0,0,0,0,0,1,1,0,20.0,220.0,1,0,0,0,0,0,1,0,0,1,0.3354925724064733
1,0,1,1,34,1,0,1,0,0,1,1,1,0,0,78.5,2669.0,1,0,0,1,0,0,0,1,0,0,0.7051928391510078
0,1,0,0,36,1,0,0,0,0,0,0,1,0,0,55.0,1980.0,1,0,0,1,0,0,0,1,0,0,0.6447575041602291
1,0,0,0,35,0,0,0,1,0,1,1,0,0,0,71.7,2509.5,1,0,0,0,0,1,0,0,1,0,0.6082444775405856
0,0,0,0,22,1,0,0,0,0,0,0,0,0,1,23.2,510.4,0,0,1,0,0,0,1,0,0,1,0.044074187487686496
0,0,0,0,4,1,0,1,0,0,0,1,1,1,0,73.5,294.0,1,0,0,0,0,1,0,1,0,0,0.863503545844687
0,0,1,1,4,1,0,0,0,0,0,1,1,1,0,68.0,272.0,1,0,0,0,0,1,0,1,0,0,0.8716974937229233
0,0,1,1,43,1,0,0,0,0,0,0,0,0,0,23.2,997.6,0,1,0,0,0,0,1,0,0,1,0.025256074722423905
1,0,1,1,70,1,0,0,0,0,0,0,0,0,0,23.2,1624.0,0,0,1,0,1,0,0,0,0,1,0.0023718533671906795
0,0,0,1,15,1,1,1,1,1,0,0,0,0,0,75.7,1135.5,0,1,0,0,1,0,0,0,1,0,0.12445684083969734
1,0,0,0,3,1,1,0,0,1,1,0,1,0,0,71.5,214.5,1,0,0,0,1,0,0,0,1,0,0.5069240815145313
1,0,1,1,7,1,0,0,1,0,0,0,0,1,0,61.7,431.90000000000003,1,0,0,0,0,1,0,0,1,0,0.5802524148460816
1,1,0,0,35,1,0,0,1,0,1,1,1,1,0,76.5,2677.5,1,0,0,0,0,1,0,1,0,0,0.8340644295947184
0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,55.0,110.0,1,0,0,0,1,0,0,0,1,0,0.669440418855959
1,0,0,1,29,1,0,0,0,0,0,0,0,0,0,23.2,672.8,0,1,0,0,0,0,1,0,0,1,0.05560793047902315
1,0,0,0,72,0,1,1,1,1,1,1,1,0,0,82.5,5940.0,0,0,1,1,0,0,0,0,1,0,0.06621958759459598
0,0,0,0,27,1,0,0,0,0,1,1,1,1,0,73.0,1971.0,1,0,0,0,0,0,1,1,0,0,0.7736064240913073
0,0,1,0,71,1,1,1,1,1,1,1,1,0,0,90.5,6425.5,0,0,1,0,1,0,0,0,1,0,0.05962350049933478
0,0,0,0,30,1,1,1,1,1,1,0,0,0,0,83.7,2511.0,0,1,0,0,1,0,0,0,1,0,0.12982814667813225
1,1,0,0,19,0,0,1,1,0,0,0,1,0,0,49.0,931.0,1,0,0,0,1,0,0,0,1,0,0.6050144077476921
1,0,1,1,56,1,0,0,0,0,0,0,0,0,0,23.2,1299.2,0,0,1,1,0,0,0,0,0,1,0.0057442273765483925
1,0,1,0,36,1,0,0,0,0,0,0,0,0,0,23.2,835.1999999999999,0,1,0,1,0,0,0,0,0,1,0.04511163545351296
0,0,1,1,57,1,1,1,0,1,0,0,0,0,0,72.2,4115.400000000001,1,0,0,1,0,0,0,0,1,0,0.09260149258037992
1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,55.0,165.0,1,0,0,0,0,0,1,1,0,0,0.8237298230823968
0,0,1,0,52,1,0,1,0,1,1,1,1,0,0,83.5,4342.0,1,0,0,0,1,0,0,1,0,0,0.5687864906086808
0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,20.0,40.0,1,0,0,0,0,0,1,0,0,1,0.5009304558216922
1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,43.2,734.4000000000001,1,0,0,0,1,0,0,0,1,0,0.5397236975271962
1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.905385461168892
1,1,0,0,68,1,0,1,1,0,0,1,1,0,0,77.0,5236.0,1,0,0,0,0,1,0,1,0,0,0.5939628485242378
1,0,0,0,57,1,0,0,0,0,0,0,0,0,1,23.2,1322.3999999999999,0,0,1,0,0,0,1,0,0,1,0.005702167294970691
1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,61.7,4442.400000000001,0,0,1,1,0,0,0,0,1,0,0.01611991742100205
1,0,0,0,26,1,0,0,1,1,0,0,1,0,0,63.5,1651.0,1,0,0,0,0,0,1,1,0,0,0.5719482192201726
1,0,0,1,14,1,1,1,1,1,0,1,0,0,0,88.7,1241.8,0,0,1,1,0,0,0,0,1,0,0.07728754500933005
0,0,0,0,30,1,0,0,1,0,1,1,0,0,0,79.7,2391.0,1,0,0,0,0,1,0,1,0,0,0.7719480517523526
1,0,0,0,66,0,0,0,0,1,0,0,0,0,0,48.2,3181.2000000000003,0,1,0,0,1,0,0,0,1,0,0.04553749404912349
1,0,1,0,49,1,1,1,0,0,1,0,1,0,0,72.0,3528.0,1,0,0,1,0,0,0,1,0,0,0.4695478588896646
0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,23.2,348.0,0,1,0,0,1,0,0,0,0,1,0.12176657607291355
1,0,1,0,71,1,0,1,1,1,1,1,0,0,0,90.2,6404.2,0,0,1,0,1,0,0,0,1,0,0.0608434746580457
0,0,0,0,39,0,0,0,0,0,0,1,0,0,1,58.2,2269.8,0,0,1,0,1,0,0,1,0,0,0.261643457770417
0,0,1,1,67,0,1,1,1,1,1,0,0,0,0,70.7,4736.900000000001,0,0,1,0,1,0,0,0,1,0,0.02548301866335037
1,0,1,1,31,1,0,0,1,1,0,0,0,0,0,66.7,2067.7000000000003,1,0,0,0,0,0,1,0,1,0,0.22778954203649923
0,0,0,0,50,1,1,1,0,1,1,1,1,1,0,87.0,4350.0,0,0,1,0,0,1,0,1,0,0,0.24361440088103606
1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,23.2,301.59999999999997,0,0,1,0,0,0,1,0,0,1,0.07116848873345345
1,0,1,1,47,1,1,1,1,0,0,1,1,0,0,80.5,3783.5,0,1,0,0,0,1,0,1,0,0,0.3743242817252977
1,0,0,0,10,0,0,0,1,0,0,0,0,1,0,46.7,467.0,1,0,0,0,0,0,1,0,1,0,0.5959360512685374
1,0,1,0,23,1,0,1,1,0,0,0,0,0,0,67.2,1545.6000000000001,1,0,0,0,0,1,0,1,0,0,0.6585997428347001
1,0,1,1,57,1,0,0,0,0,0,0,0,0,0,23.2,1322.3999999999999,0,1,0,0,0,0,1,0,0,1,0.011009872342904486
0,0,1,0,56,1,0,0,0,0,1,0,1,0,0,63.0,3528.0,1,0,0,1,0,0,0,1,0,0,0.5050315389628186
0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,20.0,200.0,1,0,0,0,0,0,1,0,0,1,0.38113327290371957
0,0,1,1,30,1,1,0,0,1,0,1,0,0,0,79.7,2391.0,1,0,0,1,0,0,0,0,1,0,0.25369369300161737
1,1,0,0,43,1,0,0,0,0,1,0,1,0,0,63.0,2709.0,1,0,0,0,0,1,0,1,0,0,0.7324085601651695
0,1,0,0,54,1,1,1,0,1,1,1,0,1,0,90.2,4870.8,0,1,0,1,0,0,0,0,1,0,0.15996116906844815
0,0,1,1,9,1,0,0,0,1,0,0,1,0,0,60.0,540.0,1,0,0,0,0,1,0,1,0,0,0.7727662156340626
1,0,0,0,27,1,0,0,1,0,0,0,1,0,0,58.5,1579.5,1,0,0,0,0,1,0,1,0,0,0.7276860731096721
0,0,0,0,20,1,0,0,0,0,0,0,1,0,1,20.0,400.0,1,0,0,0,1,0,0,0,0,1,0.2552474949983335
1,0,1,0,7,1,0,0,0,0,0,0,1,1,0,55.0,385.0,1,0,0,0,0,1,0,1,0,0,0.8557165237719772
1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,58.2,349.20000000000005,1,0,0,0,0,1,0,0,1,0,0.6389004359621733
1,0,1,1,51,1,1,1,0,1,1,1,0,0,0,90.2,4600.2,0,1,0,0,1,0,0,1,0,0,0.2407113856567682
1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,58.2,116.4,1,0,0,0,1,0,0,1,0,0,0.7757049398995611
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.47686138210998497
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,55.0,55.0,1,0,0,0,0,0,1,1,0,0,0.8372536696846343
0,0,0,0,38,1,1,1,1,0,1,1,0,0,0,88.7,3370.6,0,1,0,1,0,0,0,0,1,0,0.20593708799382615
1,0,0,0,11,1,0,1,0,0,0,0,1,0,0,60.5,665.5,1,0,0,0,0,0,1,1,0,0,0.7410205303491585
0,0,0,0,56,1,0,1,1,0,1,1,1,0,0,82.0,4592.0,0,1,0,0,0,1,0,1,0,0,0.5283753190243374
0,0,1,0,72,1,1,1,1,1,1,1,1,0,0,90.5,6516.0,0,0,1,1,0,0,0,1,0,0,0.14087626000360193
0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,23.2,301.59999999999997,0,1,0,0,0,0,1,0,0,1,0.14872926195432754
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,61.7,61.7,1,0,0,0,0,1,0,1,0,0,0.8302814274356989
0,0,1,0,7,1,0,0,0,0,0,0,1,0,0,55.0,385.0,1,0,0,1,0,0,0,1,0,0,0.8142537602555793
0,0,1,0,51,1,0,0,0,0,0,0,0,0,0,23.2,1183.2,0,0,1,0,0,0,1,0,0,1,0.008110468994101842
0,1,0,0,29,0,1,0,1,0,0,1,1,0,0,62.0,1798.0,1,0,0,0,0,1,0,0,1,0,0.6211979642949592
1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,58.5,58.5,1,0,0,0,0,0,1,0,1,0,0.7018828970640641
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.4206728428356607
1,0,0,0,26,1,1,0,0,1,1,1,0,0,0,84.7,2202.2000000000003,0,1,0,1,0,0,0,0,1,0,0.21102614137356632
1,0,0,0,3,1,0,1,1,0,1,1,1,1,0,82.0,246.0,1,0,0,1,0,0,0,1,0,0,0.8404409454365265
1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,60.5,60.5,1,0,0,0,0,1,0,1,0,0,0.8444697116220083
0,0,1,1,67,1,1,0,0,1,1,1,0,0,0,84.7,5674.900000000001,0,0,1,0,1,0,0,1,0,0,0.09870626642632337
0,0,1,0,65,1,1,0,1,0,1,1,1,0,0,80.0,5200.0,1,0,0,0,0,1,0,1,0,0,0.5874402414380524
0,0,0,1,43,1,1,1,0,1,1,1,1,0,0,87.0,3741.0,0,1,0,0,1,0,0,1,0,0,0.3309232899062046
0,0,0,0,39,0,0,0,1,0,1,1,1,1,0,68.5,2671.5,1,0,0,0,0,1,0,0,1,0,0.6535153651708561
0,0,1,1,9,1,0,0,0,0,0,0,0,0,0,23.2,208.79999999999998,0,0,1,0,0,0,1,0,0,1,0.07965221188577351
1,0,1,1,30,1,0,1,0,1,0,0,1,0,0,65.5,1965.0,1,0,0,1,0,0,0,1,0,0,0.505511776510922
0,0,1,1,32,1,1,1,0,1,0,0,0,0,0,72.2,2310.4,1,0,0,1,0,0,0,0,1,0,0.17031756716008775
1,0,1,1,25,1,0,1,1,0,0,0,0,0,0,67.2,1680.0,0,1,0,0,0,0,1,0,1,0,0.172023394439989
1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,23.2,301.59999999999997,0,0,1,0,0,0,1,0,0,1,0.07149606619243208
0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,20.0,60.0,1,0,0,0,0,0,1,0,0,1,0.4812196596451355
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,23.2,46.4,1,0,0,0,0,0,1,0,0,1,0.4051659941040902
1,0,1,1,67,1,1,1,0,0,0,0,1,0,0,64.0,4288.0,0,0,1,1,0,0,0,0,1,0,0.024358251282666093
1,1,0,0,66,1,0,1,1,1,1,1,1,0,0,87.0,5742.0,0,1,0,0,0,1,0,1,0,0,0.4784878932758067
0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,61.7,246.8,1,0,0,0,0,1,0,0,1,0,0.5292018841058264
0,0,1,1,50,1,1,1,1,1,0,1,1,0,0,85.5,4275.0,0,1,0,1,0,0,0,0,1,0,0.11546527096429932
0,0,0,0,60,0,0,1,0,0,1,1,1,1,0,70.5,4230.0,1,0,0,0,0,1,0,0,1,0,0.48726686122777996
1,0,0,0,64,1,0,0,1,1,1,1,1,0,0,81.5,5216.0,0,1,0,0,1,0,0,1,0,0,0.3387951158442509
0,0,0,0,59,1,0,0,0,0,0,0,0,0,1,23.2,1368.8,0,0,1,0,0,1,0,0,0,1,0.007735254135718667
1,0,0,0,51,1,0,0,0,0,0,1,0,0,0,71.2,3631.2000000000003,1,0,0,1,0,0,0,1,0,0,0.5014162984447704
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,0,1,0,0.757598047248704
0,0,0,0,10,1,0,1,0,1,0,1,0,0,0,81.7,817.0,0,1,0,0,0,0,1,0,1,0,0.25229839177143565
0,0,1,1,17,1,1,0,0,1,0,0,1,0,0,63.5,1079.5,1,0,0,0,1,0,0,0,1,0,0.3245598658888773
0,0,1,0,18,0,0,0,1,0,1,0,1,1,0,53.5,963.0,1,0,0,0,0,1,0,0,1,0,0.7364521858825798
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,0,1,0,0,0,1,0.5216490998944104
0,0,1,0,58,1,1,1,1,0,1,1,1,1,0,85.5,4959.0,0,0,1,1,0,0,0,1,0,0,0.20464943822170548
0,0,1,0,59,1,0,1,0,1,1,1,1,0,0,83.5,4926.5,0,0,1,0,0,0,1,1,0,0,0.19330015111774032
0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,72.0,144.0,1,0,0,0,0,1,0,1,0,0,0.8248908128025767
0,0,0,0,24,1,1,0,0,1,0,0,0,0,0,66.7,1600.8000000000002,1,0,0,0,1,0,0,0,1,0,0.23971585212340438
0,0,1,0,47,1,0,0,0,0,0,0,0,0,0,23.2,1090.3999999999999,0,0,1,1,0,0,0,0,0,1,0.011158513486673202
0,0,1,0,3,1,0,1,0,0,0,1,1,1,0,73.5,220.5,1,0,0,0,1,0,0,1,0,0,0.8140877813367904
0,0,1,0,55,1,1,1,0,1,0,0,0,0,0,72.2,3971.0,0,0,1,0,0,0,1,0,1,0,0.023473604261496157
1,1,0,0,43,1,0,1,1,1,1,1,1,1,0,87.0,3741.0,1,0,0,1,0,0,0,1,0,0,0.6802680102568995
0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,58.2,58.2,1,0,0,0,0,0,1,0,1,0,0.5613538164248306
1,0,0,0,11,1,1,0,0,0,0,0,1,1,0,58.5,643.5,1,0,0,0,0,1,0,1,0,0,0.7755842060386005
0,0,0,0,60,0,1,0,1,0,1,1,0,0,0,75.2,4512.0,0,0,1,0,0,1,0,0,1,0,0.11176957722755693
1,0,0,1,72,0,1,1,1,1,1,1,0,0,0,85.7,6170.400000000001,0,0,1,0,1,0,0,0,1,0,0.04522033680971538
0,0,1,1,69,1,0,0,0,0,0,0,1,0,0,20.0,1380.0,0,0,1,1,0,0,0,0,0,1,0.0034210962514291425
1,1,0,0,29,1,0,0,0,0,0,1,1,0,0,68.0,1972.0,1,0,0,0,0,1,0,1,0,0,0.8171601536050039
0,0,1,1,71,1,1,1,1,1,1,1,0,0,0,93.7,6652.7,0,0,1,1,0,0,0,0,1,0,0.045611566595395364
0,0,1,0,48,1,0,1,0,1,1,1,1,0,0,83.5,4008.0,1,0,0,0,1,0,0,1,0,0,0.5890555719837646
1,0,1,0,36,1,0,0,0,0,1,1,1,0,0,73.0,2628.0,1,0,0,1,0,0,0,1,0,0,0.7381744693003623
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,58.2,116.4,1,0,0,0,0,1,0,1,0,0,0.8647490911350137
0,0,1,0,50,1,0,0,1,0,1,1,0,0,0,79.7,3985.0,0,1,0,1,0,0,0,0,1,0,0.2283142558472673
0,0,0,0,3,1,0,1,0,1,1,1,1,0,0,83.5,250.5,1,0,0,0,0,1,0,0,1,0,0.6868894802679796
1,0,0,0,31,1,0,0,0,0,0,0,0,0,1,23.2,719.1999999999999,0,0,1,0,0,0,1,0,0,1,0.025920798557381733
1,0,0,1,63,0,1,1,0,1,0,0,1,0,0,54.0,3402.0,0,1,0,1,0,0,0,0,1,0,0.046925127371439876
1,0,1,1,54,0,0,0,1,1,0,1,0,0,0,66.7,3601.8,0,0,1,0,1,0,0,0,1,0,0.054255435794759686
0,0,1,1,56,1,1,0,0,0,1,0,0,0,0,69.7,3903.2000000000003,0,1,0,1,0,0,0,0,1,0,0.09180748525625622
0,0,1,0,43,1,1,1,0,1,1,1,0,0,0,90.2,3878.6,0,0,1,0,1,0,0,0,1,0,0.0701603812272976
1,0,0,0,25,1,1,0,1,1,1,1,1,0,0,85.0,2125.0,1,0,0,0,0,1,0,1,0,0,0.719505599220145
1,1,0,0,25,1,0,1,1,0,1,1,0,1,0,85.2,2130.0,1,0,0,0,0,0,1,1,0,0,0.7333764698830783
0,0,1,0,62,1,1,1,1,0,1,0,1,0,0,75.5,4681.0,0,0,1,0,1,0,0,0,1,0,0.05088521913609617
1,0,1,1,49,1,0,1,1,0,1,0,1,0,0,72.0,3528.0,1,0,0,0,1,0,0,1,0,0,0.5064495874471854
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,55.0,55.0,1,0,0,0,0,0,1,0,1,0,0.6713968522233247
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,46.7,373.6,1,0,0,0,0,0,1,0,1,0,0.5368623313900646
0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.8712318140345663
1,1,0,0,72,1,1,1,1,1,1,1,1,0,0,90.5,6516.0,0,0,1,0,0,0,1,1,0,0,0.15879611872664634
0,0,1,1,63,1,1,0,0,0,0,0,1,0,0,58.5,3685.5,0,0,1,1,0,0,0,0,1,0,0.02816953693948914
1,0,0,0,54,1,0,0,1,0,0,1,0,0,0,74.7,4033.8,1,0,0,0,1,0,0,1,0,0,0.4713942802427684
0,0,1,1,33,1,1,0,1,0,1,1,1,1,0,80.0,2640.0,0,1,0,0,0,0,1,1,0,0,0.4572502144265461
1,0,0,0,31,1,0,1,0,1,1,0,1,0,0,73.5,2278.5,1,0,0,0,0,1,0,0,1,0,0.4645237591587475
1,0,0,0,10,1,1,0,0,0,1,1,0,1,0,79.7,797.0,1,0,0,0,0,1,0,1,0,0,0.791808745508654
0,0,1,0,59,1,1,1,1,0,1,1,1,0,0,85.5,5044.5,0,1,0,0,1,0,0,1,0,0,0.3457960715776948
0,0,0,1,9,1,1,0,1,1,0,1,0,0,0,83.2,748.8000000000001,1,0,0,1,0,0,0,1,0,0,0.5629877171270261
0,1,0,0,10,0,0,0,0,1,0,0,1,1,0,45.0,450.0,1,0,0,0,0,1,0,0,1,0,0.7485428826264476
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,23.2,23.2,1,0,0,0,0,1,0,0,0,1,0.5216490998944104
1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,20.0,80.0,1,0,0,0,0,0,1,0,0,1,0.46585886329314236
1,1,0,0,38,1,0,0,0,0,1,1,0,0,0,76.2,2895.6,1,0,0,0,0,1,0,1,0,0,0.7783613324711516
0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,63.7,1019.2,1,0,0,1,0,0,0,1,0,0,0.6553923073540969
1,0,0,0,67,1,0,0,0,0,0,0,0,0,1,23.2,1554.3999999999999,0,0,1,1,0,0,0,0,0,1,0.003451578486474244
0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,23.2,464.0,0,0,1,0,0,0,1,0,0,1,0.04932464297892209
0,0,1,0,64,1,1,1,1,1,0,1,1,0,0,85.5,5472.0,0,0,1,0,0,0,1,0,1,0,0.044085887097839616
1,0,1,1,28,1,0,1,1,1,1,0,0,0,0,80.2,2245.6,0,1,0,1,0,0,0,1,0,0,0.33493412321647803
0,0,1,1,71,1,1,1,1,1,0,0,1,0,0,72.5,5147.5,0,1,0,0,1,0,0,1,0,0,0.09316404998959649
0,0,0,0,21,1,0,1,1,1,1,1,1,0,0,87.0,1827.0,0,1,0,0,0,0,1,1,0,0,0.5321966948241722
1,1,0,0,3,1,0,0,0,0,1,1,1,0,0,73.0,219.0,1,0,0,0,0,1,0,1,0,0,0.9247126129338736
1,0,1,1,31,1,1,0,1,0,1,0,0,0,0,73.2,2269.2000000000003,0,1,0,1,0,0,0,1,0,0,0.3339097050390536
1,0,1,0,37,1,1,0,0,0,0,0,1,0,0,58.5,2164.5,1,0,0,0,0,0,1,0,1,0,0.2616912391790527
1,0,1,1,68,1,1,1,1,0,1,1,1,0,0,85.5,5814.0,0,0,1,0,0,1,0,1,0,0,0.20257752628214476
0,0,0,0,34,1,0,0,0,0,1,0,0,0,0,66.2,2250.8,1,0,0,0,0,1,0,1,0,0,0.6894589265288185
0,0,0,0,9,0,1,0,1,1,1,1,0,1,0,80.2,721.8000000000001,1,0,0,0,0,0,1,0,1,0,0.5019649181574729
0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,58.2,1629.6000000000001,1,0,0,0,0,0,1,0,1,0,0.3184875980155412
0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,48.7,146.10000000000002,1,0,0,0,0,0,1,0,1,0,0.6164685965124098
0,0,1,1,11,1,0,0,0,0,0,0,0,0,0,23.2,255.2,0,0,1,0,1,0,0,0,0,1,0.07305794461746308
0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,58.5,117.0,1,0,0,0,0,1,0,1,0,0,0.8718468275488409
1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,58.2,989.4000000000001,0,1,0,0,0,0,1,0,1,0,0.2505468893917002
1,0,1,1,69,1,1,1,0,1,1,1,1,0,0,87.0,6003.0,0,0,1,0,1,0,0,1,0,0,0.11721664494308942
1,0,1,0,37,1,0,0,1,1,1,0,0,0,0,74.7,2763.9,0,0,1,0,0,0,1,1,0,0,0.17220666951947966
1,1,0,0,4,0,0,0,0,0,0,0,1,1,0,40.0,160.0,1,0,0,1,0,0,0,0,1,0,0.8046937446864117
1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,73.5,73.5,1,0,0,0,1,0,0,1,0,0,0.8213541203598813
0,0,1,0,72,1,0,1,1,1,1,1,1,0,0,87.0,6264.0,0,1,0,1,0,0,0,1,0,0,0.32191034294113313
1,0,1,1,8,1,0,0,1,0,1,1,1,0,0,76.5,612.0,1,0,0,0,0,1,0,1,0,0,0.8733444720746923
0,0,1,1,49,0,1,0,0,1,0,0,1,0,0,48.5,2376.5,0,1,0,0,1,0,0,0,1,0,0.0781988331161574
1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,23.2,626.4,0,0,1,0,1,0,0,0,0,1,0.03322135331454733
1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,76.2,304.8,1,0,0,0,0,0,1,0,1,0,0.491376017947311
1,0,1,0,72,1,1,1,0,1,1,1,1,0,0,87.0,6264.0,0,0,1,0,1,0,0,1,0,0,0.12401556823380495
1,0,1,0,2,1,0,1,0,1,0,1,1,0,0,78.5,157.0,1,0,0,0,0,0,1,0,1,0,0.5391229122985353
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,23.2,46.4,0,1,0,0,0,0,1,0,0,1,0.24718702668923567
1,0,1,1,67,1,0,1,1,0,1,1,1,0,0,82.0,5494.0,0,1,0,0,0,1,0,1,0,0,0.4312830975224823
0,0,0,0,9,1,0,1,0,1,1,0,0,1,0,76.7,690.3000000000001,1,0,0,0,0,0,1,0,1,0,0.4295462192469447
0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,55.0,220.0,1,0,0,0,0,0,1,0,1,0,0.6493774743468532
1,0,0,0,22,1,0,1,0,0,0,0,1,0,0,60.5,1331.0,1,0,0,0,0,0,1,1,0,0,0.6597434199549129
0,0,0,0,48,1,0,1,0,0,0,0,0,0,0,63.7,3057.6000000000004,0,1,0,0,0,1,0,1,0,0,0.30190848257170716
0,0,0,0,47,1,0,0,0,0,0,0,1,0,1,20.0,940.0,0,0,1,0,0,0,1,0,0,1,0.013660963668374118
0,0,1,0,66,1,1,1,1,0,0,0,0,0,0,70.7,4666.2,0,0,1,1,0,0,0,0,1,0,0.024134885954640715
0,0,0,1,37,1,0,0,0,0,0,0,0,0,0,23.2,858.4,0,1,0,1,0,0,0,0,0,1,0.03916382434020046
1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,73.0,73.0,1,0,0,0,0,1,0,1,0,0,0.9284465186880183
1,1,0,0,22,0,1,0,0,0,0,1,0,1,0,61.7,1357.4,1,0,0,0,0,0,1,0,1,0,0.5076797651926145
0,0,1,1,56,1,1,1,1,0,0,0,1,0,0,67.5,3780.0,0,0,1,0,1,0,0,0,1,0,0.03431911283373209
0,0,0,0,72,1,1,1,1,1,1,1,1,0,0,90.5,6516.0,0,0,1,0,1,0,0,1,0,0,0.13509226248202638
1,0,0,0,10,1,0,0,0,1,1,1,1,0,0,78.0,780.0,1,0,0,0,1,0,0,1,0,0,0.790461623307453
1,0,0,0,9,1,1,0,1,1,1,0,1,0,0,75.0,675.0,1,0,0,0,0,0,1,0,1,0,0.4402834924121838
0,0,0,0,35,1,0,0,0,0,0,0,0,0,1,23.2,812.0,1,0,0,1,0,0,0,0,0,1,0.09774013418951426
1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,1,0,0,0,1,0,0,0.8741209791372075
1,1,0,0,54,1,0,0,0,0,0,0,0,0,0,58.2,3142.8,1,0,0,1,0,0,0,1,0,0,0.4059571872993484
0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,63.0,63.0,1,0,0,0,0,1,0,1,0,0,0.9201538959472744
